logFC	AveExpr	t	P.Value	adj.P.Val	B
PITX1	-5.0762695695147	3.92348676087165	-30.7308853078282	3.17020866866097e-14	3.60052117503209e-12	23.0779270561821
TMEM40	-2.24192841799818	4.74455580313857	-30.7205300675727	3.18495975887421e-14	3.60052117503209e-12	23.0684141816318
SPAG9	-1.99191790136266	7.78029944942364	-30.8385329878151	3.02112417338541e-14	3.53048292690194e-12	23.0405603408086
MAP3K4	-1.75174247006476	5.93004023193088	-30.7607986468058	3.12800630041634e-14	3.59317110831697e-12	23.026413538916
OTUB2	-3.464820133891	5.57049939399795	-30.6241795296306	3.32578787646203e-14	3.72035517112501e-12	22.9959784225705
MAP3K4-AS1	-3.99446794519464	2.90615291116426	-30.7650007347865	3.1221262527412e-14	3.59317110831697e-12	22.9857854733623
MET	2.16847873426148	5.9332265899848	30.4621018870341	3.57794398795623e-14	3.96095084179652e-12	22.9603385728423
SPEG	-3.46645711555138	2.28027203958093	-31.0995340934474	2.68993323801021e-14	3.32832236014673e-12	22.9573813230725
NPB	-4.40538918854903	2.44125530897025	-31.075896356789	2.71826296830199e-14	3.32832236014673e-12	22.934476854234
AKT1	-1.35635818617867	7.58068383779129	-30.5715963388608	3.40544411087109e-14	3.78962077462873e-12	22.9147286878228
SHTN1	1.53404020783981	5.8662296653119	30.3713968529743	3.72792921523522e-14	4.09277296333336e-12	22.9000643552223
MISP3	-5.15362240791731	2.58352660557071	-31.0351506173476	2.76784920085095e-14	3.32832236014673e-12	22.8942581298612
TIPARP	-2.63835332627325	5.08554726989393	-30.3670224752305	3.73533056187403e-14	4.09277296333336e-12	22.8907942670614
CALHM2	-3.92667028615598	2.16615795067467	-31.0687347843547	2.72690900611943e-14	3.32832236014673e-12	22.8580134134509
PHOSPHO1	-4.07191214760874	6.52267892141531	-30.3525734838067	3.7598899359854e-14	4.09866369246246e-12	22.8398569737801
STK10	-1.79409502541958	6.17019455822419	-30.3125448205612	3.82883510223767e-14	4.15263405047767e-12	22.8104142226426
NECTIN1	1.51348855612535	7.73532755672437	30.1947889629985	4.03962207896213e-14	4.33721433864849e-12	22.7449566801419
OLFML3	1.71389244877426	6.52079064100168	30.0818154279631	4.25356085153163e-14	4.53920060873507e-12	22.7332282143555
ETV4	-3.15654551932876	4.82088584226974	-29.9609434160642	4.49595760707036e-14	4.66313738993521e-12	22.7236422026207
RHOB	-1.72173603218232	6.12944222071935	-30.0584186199202	4.299365583559e-14	4.53920060873507e-12	22.6913356570817
SLC6A6	1.71418755344148	8.1357038905023	30.0528582206839	4.31032884593159e-14	4.53920060873507e-12	22.6759933461874
NCOA4	-2.01937343085712	9.0301029371313	-30.0485235358072	4.31889616551317e-14	4.53920060873507e-12	22.6758636021131
ST3GAL1	-1.75027612881947	6.93037620068104	-30.0409170353206	4.33397418413345e-14	4.53920060873507e-12	22.6686199296367
TOP1	-1.95128362013394	8.28652668422732	-29.9740882510975	4.46889422854085e-14	4.65767776034165e-12	22.635799026528
FYN	-1.91431991475427	6.02406217824497	-29.8288374141021	4.77789862047028e-14	4.93162231521585e-12	22.5861226292622
UBE2A	-1.68282582541965	6.64987008138622	-29.8112809059045	4.81677012285844e-14	4.94784184831699e-12	22.5622708535233
ADM2	-2.76262379992818	4.73051987794396	-29.5902366962304	5.33622987539672e-14	5.35276467219373e-12	22.5482156947836
TM2D2	-1.30074902182709	6.82059097740897	-29.7815781292284	4.88330744773946e-14	4.99218884824887e-12	22.5455006731196
RNF111	-1.71582827433996	6.19914284618479	-29.749755208082	4.95568742170509e-14	5.04205797391195e-12	22.5422557030875
SPSB1	-2.01811204302386	4.41901090018934	-29.5501727859468	5.43664180537722e-14	5.40275761924138e-12	22.5407943751731
TWIST2	-6.14523702519485	2.25805218341102	-30.9325090254071	2.89710426415737e-14	3.4290180918437e-12	22.5299811953399
ARL15	1.91193679219916	5.13365387774174	29.4577668738326	5.67603382785328e-14	5.58866998921259e-12	22.5198535293119
SESTD1	-3.04510104478474	6.01153550397515	-29.6550933403646	5.17786476331046e-14	5.2184084213628e-12	22.5132235707065
IER2	-1.89503218232305	7.47805765156848	-29.6916845736236	5.09074376106865e-14	5.15492090990487e-12	22.4993806549407
ZNF706	-1.54243536020447	6.0781891438229	-29.5726348395011	5.38009860225359e-14	5.3715507820444e-12	22.4600076806916
ELOVL4	-2.78981949260729	3.99247909238638	-29.3256425859362	6.03812740735687e-14	5.84493345845107e-12	22.4576002638642
TRIM9	-4.05031122233094	3.52486944510562	-29.3133385548628	6.07308446960656e-14	5.84493345845107e-12	22.4368191054976
SOCS1	-2.01509368323414	6.17691976399873	-29.5201419868344	5.51323353580894e-14	5.45350683917101e-12	22.433668142625
NRBF2	-1.9123457381609	5.53153660249537	-29.4254149150626	5.76249329132523e-14	5.64777209460803e-12	22.4124560133888
MCAM	-3.92191042231323	4.14570581866444	-29.1981768861983	6.41097500781396e-14	6.14246152542391e-12	22.3996391176501
POU2F3	-4.92097466711858	1.84073358013366	-30.6708718750036	3.25672646006645e-14	3.66227460767262e-12	22.3965951792112
SLC49A4	-2.29453495333477	7.14508047888499	-29.3427649847657	5.98983884990269e-14	5.84378524506945e-12	22.3330941311828
VGF	-3.51703113844303	3.45148126318963	-29.0791040743704	6.78160090278053e-14	6.43980821728039e-12	22.3325228626795
SLC1A3	1.38895613967176	7.76385958273148	29.3208336080585	6.05176451525475e-14	5.84493345845107e-12	22.3243276800699
SH3TC1	-2.52160776394261	3.97762421793869	-28.9976184964575	7.0484149742894e-14	6.57626350832609e-12	22.3012602828054
NSG1	-1.98826942192603	4.42031404895323	-29.0334662761959	6.92967698998444e-14	6.54330150737037e-12	22.2933847460678
CREB3L1	-2.22676759248409	4.71224782398137	-29.0125860873169	6.99857534571012e-14	6.55840179107204e-12	22.2654861186994
PKIA	-2.25792614380237	4.33146286433368	-28.8949512508903	7.40069110286234e-14	6.84515870579033e-12	22.2336681987951
